"GeneID","Count","Chr","Pops","Metapops","Stats","Evidence","SourceIDs","ratio","gene_biotype"
"ENSG00000257879",2,"12","ESN,GWD","AFR","iHS","LD","05_5093,05_7425",2,"lncRNA"
"ENSG00000257900",2,"14","ASW,MSL","AFR","iHS","LD","05_1085,05_10986",2,"lncRNA"
"ENSG00000257905",4,"12","BEB,ITU,STU,NA","SAS,AMR","iHS","LD","05_1568,05_8524,05_13623,12_47",2,"processed_pseudogene"
"ENSG00000257940",2,"12","ACB,GWD","AFR","iHS","LD","05_447,05_7431",2,"lncRNA"
"ENSG00000257943",2,"12","IBS,TSI","EUR","iHS","LD","05_8020,05_14202",2,"transcribed_unitary_pseudogene"
"ENSG00000257964",4,"12","CEU,GBR,BEB,GIH","EUR,SAS","iHS","LD","02_12,02_90,05_1569,05_6834",2,"lncRNA"
"ENSG00000258039",2,"12","ITU,STU","SAS","iHS","LD","05_8536,05_13631",2,"lncRNA"
"ENSG00000258083",2,"7","MSL,BSP","AFR","iHS","LD","05_10816,12_262",2,"protein_coding"
"ENSG00000258084",2,"12","ESN,GWD","AFR","iHS","LD","05_5093,05_7425",2,"lncRNA"
"ENSG00000258099",6,"12","NA,GBR,IBS,TSI,CEU,CHB,earlyEUR","NA,EUR,EAS","LRH,iHS,Fst,SF2","LD,PD,DFS","04_58,05_6309,05_8022,05_14206,07_970,08_13",2,"lncRNA"
"ENSG00000258104",2,"12","CEU,GBR","EUR","iHS","LD","02_12,02_90",2,"processed_pseudogene"
"ENSG00000258118",2,"12","MXL,NA","AMR","iHS","LD","05_11503,12_5",2,"processed_pseudogene"
"ENSG00000258162",2,"12","ITU,STU","SAS","iHS","LD","05_8531,05_13630",2,"lncRNA"
"ENSG00000258179",2,"12","ACB,GWD","AFR","iHS","LD","05_447,05_7431",2,"processed_pseudogene"
"ENSG00000258202",4,"12","CHB,JPT,KHV,NA","EAS,AMR","iHS,XPEHH","LD","05_3283,05_9106,05_9703,12_749",2,"unprocessed_pseudogene"
"ENSG00000258227",2,"7","GWD,BSP","AFR","Tajima_D,iHS","DFS,LD","01_2438,12_262",2,"protein_coding"
"ENSG00000258284",4,"12","CEU,GBR,BEB,GIH","EUR,SAS","iHS","LD","02_12,02_90,05_1569,05_6834",2,"processed_pseudogene"
"ENSG00000258375",2,"12","ITU,STU","SAS","iHS","LD","05_8531,05_13630",2,"processed_pseudogene"
"ENSG00000258388",6,"6","CHS,GIH,ITU,KHV,earlyEUR,NA","EAS,SAS,EUR","iHS,SF2","LD,DFS","05_3705,05_6660,05_8358,05_9538,08_7,12_356",2,"protein_coding"
"ENSG00000258400",2,"14","JPT,CHS","EAS","iHS","LD","02_54,05_3909",2,"lncRNA"
"ENSG00000258401",2,"14","GIH,STU","SAS","iHS","LD","05_6865,05_13661",2,"processed_pseudogene"
"ENSG00000258431",2,"14","FIN,IBS","EUR","iHS","LD","05_5780,05_8063",2,"processed_pseudogene"
"ENSG00000258441",2,"14","ESN,YRI","AFR","iHS","LD","05_5131,05_14844",2,"lncRNA"
"ENSG00000258490",4,"14","CEU,GBR,KHV,TSI","EUR,EAS","iHS","LD","02_94,05_6347,05_9751,05_14239",2,"lncRNA"
"ENSG00000258496",2,"14","GIH,PJL","SAS","iHS","LD","05_6874,05_12597",2,"lncRNA"
"ENSG00000258502",4,"14","CEU,GBR,STU,TSI","EUR,SAS","iHS","LD","02_94,05_6346,05_13666,05_14238",2,"lncRNA"
"ENSG00000258539",2,"10","BEB,ITU","SAS","iHS","LD","05_1529,05_8489",2,"protein_coding"
"ENSG00000258551",4,"15","CEU,IBS,CHB,NA","EUR,EAS","iHS,Fst,XPEHH","LD,PD","05_2801,05_8086,07_1020,12_1170",2,"lncRNA"
"ENSG00000258608",2,"14","ASW,MSL","AFR","iHS","LD","05_1085,05_10986",2,"processed_pseudogene"
"ENSG00000258611",2,"15","CHS,KHV","EAS","iHS","LD","05_3942,05_9779",2,"transcribed_processed_pseudogene"
"ENSG00000258623",2,"14","CEU,TSI","EUR","iHS","LD","05_2780,05_14242",2,"lncRNA"
"ENSG00000258631",6,"15","CEU,IBS,STU,TSI,NA","EUR,SAS,MDE","iHS","LD","05_2802,05_8087,05_13683,05_14262,12_388,12_520",2,"lncRNA"
"ENSG00000258655",2,"14","ASW,MSL","AFR","iHS","LD","05_1076,05_10981",2,"lncRNA"
"ENSG00000258657",2,"14","MXL,PEL","AMR","iHS","LD","05_11536,05_12050",2,"lncRNA"
"ENSG00000258660",2,"14","YRI,BSP","AFR","iHS,XPEHH","LD","05_14856,12_1039",2,"lncRNA"
"ENSG00000258661",2,"14","ASW,GWD","AFR","iHS","LD","05_1081,05_7466",2,"lncRNA"
"ENSG00000258663",2,"14","BPY,BSP","AFR","XPEHH","LD","12_832,12_1009",2,"lncRNA"
"ENSG00000258713",2,"20","MXL,PUR","AMR","iHS","LD","05_11622,05_13240",2,"protein_coding"
"ENSG00000258717",4,"14","IBS,TSI,BPY,BSP","EUR,AFR","iHS,XPEHH","LD","05_8069,05_14248,12_832,12_1009",2,"lncRNA"
"ENSG00000258731",2,"14","BEB,STU","SAS","iHS","LD","05_1606,05_13662",2,"lncRNA"
"ENSG00000258735",2,"14","ASW,YRI","AFR","iHS","LD","05_1094,05_14862",2,"lncRNA"
"ENSG00000258766",4,"14","TSI,ESN,LWK,YRI","EUR,AFR","FuLi_D,FuLi_F,iHS","DFS,LD","01_750,05_5150,05_10351,05_14858",2,"lncRNA"
"ENSG00000258779",2,"16","JPT,KHV","EAS","iHS","LD","05_9184,05_9789",2,"lncRNA"
"ENSG00000258796",2,"14","CEU,GBR,FIN","EUR","iHS","LD","02_94,05_5778",2,"processed_pseudogene"
"ENSG00000258803",2,"14","CHS,JPT","EAS","iHS","LD","05_3910,05_9143",2,"lncRNA"
"ENSG00000258815",4,"12","GWD,LWK,TSI,ASW,CEU","AFR,EUR","iHS,Fst","LD,PD","05_7430,05_10309,05_14197,07_631",2,"lncRNA"
"ENSG00000258859",6,"14","ASW,MSL,CLM,GIH,ITU,MXL","AFR,AMR,SAS","FuLi_D,FayWu_H,iHS","DFS,HFDA,LD","01_754,01_755,05_4512,05_6875,05_8581,05_11549",2,"lncRNA"
"ENSG00000258864",2,"5","JPT,CHB,NA","EAS","iHS","LD","03_122,12_295",2,"protein_coding"
"ENSG00000258906",2,"14","ESN,YRI","AFR","iHS","LD","05_5131,05_14844",2,"processed_pseudogene"
"ENSG00000258933",2,"14","CHB,KHV","EAS","iHS","LD","05_3338,05_9758",2,"lncRNA"
"ENSG00000258957",6,"14","CEU,CHB,JPT,GBR,CHS,ASW,NA","EUR,EAS,AFR","XPEHH/Rsb,Fst,XPEHH","LD,PD","02_135,02_156,02_256,07_303,07_1003,12_1094",2,"lncRNA"
"ENSG00000258988",2,"14","CEU,GBR,TSI","EUR","iHS","LD","02_94,05_14240",2,"processed_pseudogene"
"ENSG00000259010",2,"14","CLM,MXL","AMR","iHS","LD","05_4511,05_11547",2,"processed_pseudogene"
"ENSG00000259030",8,"1","JPT,CHB,CLM,IBS,LWK,PEL,YRI,NA","EAS,AMR,EUR,AFR","iHS","LD","03_11,05_4079,05_7630,05_8742,05_9918,05_11688,05_14404,12_351",2,"protein_coding"
"ENSG00000259068",4,"14","ACB,ASW,ESN,STU","AFR,SAS","iHS","LD","05_471,05_1074,05_5132,05_13658",2,"TR_V_pseudogene"
"ENSG00000259075",2,"12","ASW,GWD","AFR","iHS","LD","05_1046,05_7432",2,"protein_coding"
"ENSG00000259076",2,"14","CLM,MXL","AMR","iHS","LD","05_4511,05_11547",2,"lncRNA"
"ENSG00000259102",2,"14","ESN,YRI","AFR","iHS","LD","05_5131,05_14844",2,"processed_pseudogene"
"ENSG00000259150",2,"15","ESN,LWK","AFR","iHS","LD","05_5154,05_10357",2,"lncRNA"
"ENSG00000259153",2,"14","FIN,IBS","EUR","iHS","LD","05_5780,05_8063",2,"lncRNA"
"ENSG00000259167",4,"14","FIN,LWK,MSL,BPY","EUR,AFR","iHS","LD","05_5782,05_10352,05_10995,12_164",2,"processed_pseudogene"
"ENSG00000259187",10,"15","CEU,CHB,CLM,FIN,GBR,IBS,PUR,STU,TSI,BPY","EUR,EAS,AMR,SAS,AFR","iHS","LD","05_2790,05_3348,05_4518,05_5789,05_6356,05_8074,05_13166,05_13672,05_14254,12_144",2,"lncRNA"
"ENSG00000259196",2,"8","CLM,MXL","AMR","iHS","LD","05_4339,05_11397",2,"lncRNA"
"ENSG00000259212",2,"15","ACB,ASW","AFR","iHS","LD","05_501,05_1111",2,"lncRNA"
"ENSG00000259231",10,"15","CEU,CHB,CLM,FIN,GBR,IBS,PUR,STU,TSI,BPY","EUR,EAS,AMR,SAS,AFR","iHS","LD","05_2790,05_3348,05_4518,05_5789,05_6356,05_8074,05_13166,05_13672,05_14254,12_144",2,"processed_pseudogene"
"ENSG00000259248",6,"15","JPT,CHB,ASW,CEU,CHD,NA","EAS,AFR,EUR","iHS,Fst,Tajima_D,XPEHH","LD,PD,DFS","03_215,05_9162,07_312,07_1015,10_52,12_1055",2,"lncRNA"
"ENSG00000259304",6,"15","CLM,GBR,IBS,PUR,STU,TSI","AMR,EUR,SAS","iHS","LD","05_4518,05_6356,05_8074,05_13166,05_13672,05_14254",2,"processed_pseudogene"
"ENSG00000259314",2,"15","ACB,ASW","AFR","iHS","LD","05_501,05_1111",2,"lncRNA"
"ENSG00000259340",2,"15","GWD,LWK","AFR","iHS","LD","05_7494,05_10374",2,"processed_pseudogene"
"ENSG00000259361",2,"15","CHS,KHV","EAS","iHS","LD","05_3940,05_9777",2,"lncRNA"
"ENSG00000259366",2,"8","CLM,MXL","AMR","iHS","LD","05_4339,05_11397",2,"lncRNA"
"ENSG00000259370",2,"15","ASW,MSL","AFR","iHS","LD","05_1103,05_11006",2,"lncRNA"
"ENSG00000259393",2,"15","BEB,STU","SAS","iHS","LD","05_1620,05_13675",2,"processed_pseudogene"
"ENSG00000259479",10,"15","CEU,CHB,CLM,FIN,GBR,IBS,PUR,STU,TSI,BPY","EUR,EAS,AMR,SAS,AFR","iHS","LD","05_2790,05_3348,05_4518,05_5789,05_6356,05_8074,05_13166,05_13672,05_14254,12_144",2,"transcribed_unprocessed_pseudogene"
"ENSG00000259485",2,"15","ITU,STU","SAS","iHS","LD","05_8600,05_13684",2,"lncRNA"
"ENSG00000259494",6,"15","CEU,CHB,IBS,CLM,PUR","EUR,EAS,AMR","FuLi_D,FuLi_F,Tajima_D,iHS,CLR","DFS,LD","01_841,05_4526,05_8085,05_13176,11_31,11_103",2,"protein_coding"
"ENSG00000259495",2,"15","CHS,KHV","EAS","iHS","LD","05_3940,05_9777",2,"lncRNA"
"ENSG00000259541",4,"11","CEU,IBS,CHB","EUR,EAS","iHS,Fst","LD,PD","03_428,05_2717,05_7994,07_955",2,"lncRNA"
"ENSG00000259573",2,"15","MXL,PEL","AMR","iHS","LD","05_11560,05_12067",2,"processed_pseudogene"
"ENSG00000259577",6,"15","CEU,FIN,GBR,IBS,ASW,CHB","EUR,AFR,EAS","iHS,Fst","LD,PD","05_2793,05_5793,05_6359,05_8076,07_667,07_1013",2,"lncRNA"
"ENSG00000259601",2,"15","MXL,PEL","AMR","iHS","LD","05_11560,05_12067",2,"processed_pseudogene"
"ENSG00000259607",2,"8","CLM,MXL","AMR","iHS","LD","05_4339,05_11397",2,"lncRNA"
"ENSG00000259608",2,"15","BEB,PJL","SAS","iHS","LD","05_1624,05_12613",2,"processed_pseudogene"
"ENSG00000259628",2,"7","ACB,ESN","AFR","iHS","LD","05_294,05_4945",2,"lncRNA"
"ENSG00000259635",2,"15","JPT,NA","EAS","iHS,XPEHH","LD","05_9163,12_1125",2,"lncRNA"
"ENSG00000259636",4,"15","CHB,FIN,GBR,NA","EAS,EUR","iHS","LD","05_3354,05_5799,05_6363,12_427",2,"lncRNA"
"ENSG00000259647",2,"15","ACB,ESN","AFR","iHS","LD","05_488,05_5155",2,"lncRNA"
"ENSG00000259664",2,"15","ITU,STU","SAS","iHS","LD","05_8600,05_13684",2,"lncRNA"
"ENSG00000259673",2,"15","ESN,MSL","AFR","iHS","LD","05_5165,05_11008",2,"lncRNA"
"ENSG00000259727",2,"15","ASW,MSL","AFR","iHS","LD","05_1103,05_11006",2,"lncRNA"
"ENSG00000259732",4,"15","BEB,GIH,STU,NA","SAS,EUR","iHS,XPEHH","LD","05_1620,05_6886,05_13675,12_1217",2,"lncRNA"
"ENSG00000259742",10,"15","CEU,CHB,CLM,FIN,GBR,IBS,PUR,STU,TSI,BPY","EUR,EAS,AMR,SAS,AFR","iHS","LD","05_2790,05_3348,05_4518,05_5789,05_6356,05_8074,05_13166,05_13672,05_14254,12_144",2,"unprocessed_pseudogene"
"ENSG00000259756",2,"15","ACB,ESN","AFR","iHS","LD","05_495,05_5162",2,"lncRNA"
"ENSG00000259771",4,"15","CLM,IBS,TSI,NA","AMR,EUR","iHS,XPEHH","LD","05_4522,05_8078,05_14257,12_1217",2,"lncRNA"
"ENSG00000259781",2,"15","CEU,TSI","EUR","iHS","LD","05_2796,05_14258",2,"processed_pseudogene"
"ENSG00000259821",2,"16","BEB,ITU","SAS","FuLi_F,iHS","DFS,LD","01_897,05_8609",2,"lncRNA"
"ENSG00000259845",2,"15","JPT,CHB","EAS","iHS","LD","02_55,05_3344",2,"unprocessed_pseudogene"
"ENSG00000259856",2,"16","CDX,CHD","EAS","FuLi_D,FuLi_F,Tajima_D","DFS","01_895,10_54",2,"processed_pseudogene"
"ENSG00000259933",2,"16","BEB,PJL","SAS","iHS","LD","05_1627,05_12618",2,"lncRNA"
"ENSG00000259964",2,"15","CEU,TSI","EUR","iHS","LD","05_2796,05_14258",2,"lncRNA"
"ENSG00000259974",12,"20","ASW,CEU,CHB,CLM,FIN,GIH,JPT,KHV,PUR,earlyEUR,NA","AFR,EUR,EAS,AMR,SAS,MDE","iHS,SF2","LD,DFS","05_1177,05_2870,05_3420,05_4596,05_5866,05_6967,05_9248,05_9839,05_13243,08_55,12_505,12_715",2,"lncRNA"
"ENSG00000259977",2,"X","CLM,PUR","AMR","iHS","LD","05_4626,05_13277",2,"lncRNA"
"ENSG00000259984",4,"1","GWD,LWK,MSL,PUR","AFR,AMR","iHS","LD","05_7020,05_9906,05_10520,05_12745",2,"unprocessed_pseudogene"
"ENSG00000260004",4,"16","JPT,CHB,CHS,BPY","EAS,AFR","iHS,XPEHH","LD","02_57,05_3361,05_3950,12_879",2,"lncRNA"
"ENSG00000260011",4,"17","ESN,LWK,PEL,YRI","AFR,AMR","iHS","LD","05_5215,05_10421,05_12102,05_14913",2,"lncRNA"
"ENSG00000260032",8,"20","GIH,CEU,CHB,JPT,CHS,ASW,GWD,YRI","SAS,EUR,EAS,AFR","FuLi_D,FuLi_F,iHS","DFS,LD","01_1433,02_19,02_38,02_58,02_118,05_1180,05_7558,05_14940",2,"lncRNA"
"ENSG00000260037",2,"15","CEU,IBS","EUR","iHS","LD","05_2797,05_8081",2,"lncRNA"
"ENSG00000260046",2,"14","ASW,MSL","AFR","iHS","LD","05_1085,05_10986",2,"lncRNA"
"ENSG00000260105",2,"17","CHB,JPT","EAS","iHS","LD","05_3373,05_9197",2,"transcribed_unprocessed_pseudogene"
"ENSG00000260131",2,"13","CEU,IBS","EUR","iHS","LD","05_2750,05_8027",2,"lncRNA"
"ENSG00000260174",2,"15","ACB,ESN","AFR","iHS","LD","05_488,05_5155",2,"processed_pseudogene"
"ENSG00000260192",2,"5","JPT,CHB","EAS","iHS,CLR","LD,DFS","05_8915,11_130",2,"lncRNA"
"ENSG00000260196",2,"11","MSL,YRI","AFR","iHS","LD","05_10916,05_14783",2,"lncRNA"
"ENSG00000260230",6,"9","JPT,CHB,CEU,CHS,STU","EAS,EUR,SAS","iHS","LD","03_179,03_406,05_3223,05_3807,05_9036,05_13547",2,"protein_coding"
"ENSG00000260253",2,"8","ASW,YRI","AFR","iHS","LD","05_915,05_14697",2,"lncRNA"
"ENSG00000260260",2,"16","BEB,PJL","SAS","iHS","LD","05_1627,05_12618",2,"lncRNA"
"ENSG00000260339",4,"15","CEU,IBS,TSI,ASW","EUR,AFR","iHS,Fst","LD,PD","05_2798,05_8082,05_14260,07_671",2,"lncRNA"
"ENSG00000260382",2,"15","JPT,CHB","EAS","iHS","LD","02_55,05_3344",2,"processed_pseudogene"
"ENSG00000260391",2,"3","BEB,ITU","SAS","iHS","LD","05_1338,05_8291",2,"lncRNA"
"ENSG00000260404",2,"4","MSL,BSP","AFR","iHS","LD","05_10686,12_194",2,"transcribed_unprocessed_pseudogene"
"ENSG00000260433",4,"18","CEU,CHB,GBR,TSI","EUR,EAS","iHS","LD","05_2847,05_3394,05_6401,05_14304",2,"lncRNA"
"ENSG00000260440",2,"18","GWD,LWK","AFR","iHS","LD","05_7537,05_10431",2,"lncRNA"
"ENSG00000260443",2,"16","BPY,BSP","AFR","XPEHH","LD","12_818,12_969",2,"processed_pseudogene"
"ENSG00000260447",2,"16","BEB,PJL","SAS","iHS","LD","05_1627,05_12618",2,"lncRNA"
"ENSG00000260466",2,"16","BPY,BSP","AFR","XPEHH","LD","12_818,12_969",2,"lncRNA"
"ENSG00000260475",2,"10","BEB,STU","SAS","iHS","LD","05_1525,05_13575",2,"lncRNA"
"ENSG00000260482",2,"16","ACB,ASW","AFR","iHS","LD","05_513,05_1123",2,"lncRNA"
"ENSG00000260510",2,"16","BEB,ITU","SAS","iHS","LD","05_1632,05_8606",2,"lncRNA"
"ENSG00000260526",4,"4","ITU,PJL,STU,NA","SAS,OCN","iHS","LD","05_8322,05_12337,05_13427,12_588",2,"lncRNA"
"ENSG00000260569",2,"18","IBS,earlyEUR","EUR","iHS,SF2","LD,DFS","05_8129,08_40",2,"lncRNA"
"ENSG00000260571",6,"15","ASW,BEB,CEU,GIH,STU,earlyEUR","AFR,SAS,EUR","iHS,SF2","LD,DFS","05_1096,05_1614,05_2789,05_6880,05_13671,08_36",2,"processed_pseudogene"
"ENSG00000260599",4,"19","BEB,FIN,GBR,TSI","SAS,EUR","iHS","LD","05_1689,05_5854,05_6413,05_14311",2,"lncRNA"
"ENSG00000260616",2,"16","CDX,KHV","EAS","iHS","LD","05_2221,05_9784",2,"lncRNA"
"ENSG00000260641",4,"4","JPT,YRI,KHV","EAS,AFR","iHS,XPEHH/Rsb","LD","02_48,02_230,05_8875,05_9466",2,"lncRNA"
"ENSG00000260706",4,"16","MXL,PEL,NA,BPY","AMR,AFR","iHS","LD","05_11579,05_12082,12_74,12_178",2,"lncRNA"
"ENSG00000260733",6,"16","CEU,CLM,PUR,earlyEUR,NA","EUR,AMR,MDE","iHS,SF2,XPEHH","LD,DFS","05_2819,05_4541,05_13197,08_20,12_500,12_1258",2,"lncRNA"
"ENSG00000260808",8,"11","CHB,FIN,ITU,JPT,PEL,PJL,PUR,STU","EAS,EUR,SAS,AMR","iHS","LD","05_3267,05_5694,05_8504,05_9093,05_11995,05_12521,05_13096,05_13595",2,"lncRNA"
"ENSG00000260840",4,"2","CDX,ESN,MSL,YRI","EAS,AFR","iHS","LD","05_1808,05_4718,05_10578,05_14455",2,"lncRNA"
"ENSG00000260844",2,"15","CEU,GBR","EUR","iHS","LD","02_17,02_95",2,"processed_pseudogene"
"ENSG00000260850",4,"16","CLM,GIH,ITU,PJL","AMR,SAS","iHS","LD","05_4536,05_6905,05_8611,05_12624",2,"lncRNA"
"ENSG00000260862",2,"16","FIN,GBR","EUR","iHS","LD","05_5814,05_6378",2,"lncRNA"
"ENSG00000260896",2,"16","BEB,PJL","SAS","iHS","LD","05_1641,05_12631",2,"lncRNA"
"ENSG00000260905",2,"16","ACB,ASW","AFR","iHS","LD","05_511,05_1121",2,"lncRNA"
"ENSG00000260909",2,"16","CDX,CHD","EAS","FuLi_D,FuLi_F,Tajima_D","DFS","01_895,10_54",2,"unprocessed_pseudogene"
"ENSG00000260911",4,"16","CHS,JPT,ASW,CHB,CHD","EAS,AFR","iHS,Fst,Tajima_D","LD,PD,DFS","05_3946,05_9176,07_319,10_53",2,"lncRNA"
"ENSG00000260919",8,"15","CEU,GBR,CHB,CHS,CLM,KHV,MSL,MXL,PEL","EUR,EAS,AMR,AFR","iHS,XPEHH/Rsb","LD","02_97,02_260,03_457,05_4523,05_9773,05_11010,05_11564,05_12071",2,"lncRNA"
"ENSG00000260932",6,"16","BEB,CLM,GIH,KHV,PUR,NA","SAS,AMR,EAS","iHS","LD","05_1643,05_4544,05_6915,05_9792,05_13200,12_721",2,"lncRNA"
"ENSG00000260937",4,"15","ESN,FIN,MSL,YRI","AFR,EUR","iHS","LD","05_5160,05_5795,05_11004,05_14867",2,"lncRNA"
"ENSG00000260969",2,"16","earlyEUR,NA","EUR","SF2,iHS","DFS,LD","08_20,12_449",2,"lncRNA"
"ENSG00000260973",2,"16","ACB,ASW","AFR","iHS","LD","05_511,05_1121",2,"lncRNA"
"ENSG00000261098",2,"11","MXL,PEL","AMR","iHS","LD","05_11484,05_12001",2,"lncRNA"
"ENSG00000261123",2,"16","BEB,PJL","SAS","iHS","LD","05_1627,05_12618",2,"lncRNA"
"ENSG00000261124",4,"16","CHS,JPT,ASW,CHB,CHD","EAS,AFR","iHS,Fst,Tajima_D","LD,PD,DFS","05_3946,05_9176,07_319,10_53",2,"lncRNA"
"ENSG00000261130",2,"16","ASW,LWK","AFR","iHS","LD","05_1118,05_10383",2,"protein_coding"
"ENSG00000261131",2,"16","CDX,CHD","EAS","FuLi_D,FuLi_F,Tajima_D","DFS","01_895,10_54",2,"lncRNA"
"ENSG00000261199",2,"16","BEB,GIH","SAS","iHS","LD","05_1638,05_6908",2,"processed_pseudogene"
"ENSG00000261240",2,"16","BEB,PJL","SAS","iHS","LD","05_1627,05_12618",2,"lncRNA"
"ENSG00000261266",2,"16","ACB,ASW","AFR","iHS","LD","05_513,05_1123",2,"lncRNA"
"ENSG00000261329",6,"16","CEU,CHB,FIN,GBR,TSI,BPY","EUR,EAS,AFR","iHS,XPEHH","LD","05_2811,05_3358,05_5807,05_6371,05_14269,12_840",2,"lncRNA"
"ENSG00000261340",2,"11","BPY,BSP","AFR","XPEHH","LD","12_827,12_1029",2,"lncRNA"
"ENSG00000261349",4,"1","GWD,LWK,MSL,PUR","AFR,AMR","iHS","LD","05_7020,05_9906,05_10520,05_12745",2,"unprocessed_pseudogene"
"ENSG00000261351",4,"15","KHV,CHS,FIN","EAS,EUR","FuLi_D,FuLi_F,iHS","DFS,LD","01_826,05_3934,05_5797,05_9771",2,"lncRNA"
"ENSG00000261376",4,"16","MXL,PEL,NA,BPY","AMR,AFR","iHS","LD","05_11579,05_12082,12_74,12_178",2,"lncRNA"
"ENSG00000261377",2,"15","CEU,GBR","EUR","iHS","LD","02_17,02_95",2,"transcribed_unprocessed_pseudogene"
"ENSG00000261512",2,"16","CDX,CHD","EAS","FuLi_D,FuLi_F,Tajima_D","DFS","01_895,10_54",2,"lncRNA"
"ENSG00000261603",4,"3","ESN,GBR,IBS,MSL","AFR,EUR","iHS","LD","05_4779,05_6029,05_7715,05_10637",2,"transcribed_unitary_pseudogene"
"ENSG00000261618",2,"8","CDX,KHV","EAS","iHS","LD","05_2061,05_9607",2,"lncRNA"
"ENSG00000261627",2,"18","ACB,ESN","AFR","iHS","LD","05_541,05_5218",2,"lncRNA"
"ENSG00000261628",2,"15","JPT,CHB","EAS","iHS","LD","02_55,05_3344",2,"unprocessed_pseudogene"
"ENSG00000261632",4,"15","CEU,MXL,PUR,TSI","EUR,AMR","iHS","LD","05_2797,05_11563,05_13172,05_14259",2,"lncRNA"
"ENSG00000261649",2,"15","CEU,GBR","EUR","iHS","LD","02_17,02_95",2,"protein_coding"
"ENSG00000261664",6,"1","ASW,GBR,GWD,IBS,PUR,TSI","AFR,EUR,AMR","iHS","LD","05_629,05_5950,05_7026,05_7627,05_12756,05_13811",2,"lncRNA"
"ENSG00000261684",2,"15","FIN,earlyEUR","EUR","iHS,SF2","LD,DFS","05_5787,08_36",2,"lncRNA"
"ENSG00000261723",2,"16","ACB,ASW","AFR","iHS","LD","05_513,05_1123",2,"lncRNA"
"ENSG00000261742",4,"16","JPT,CHB,CHS,BPY","EAS,AFR","iHS,XPEHH","LD","02_57,05_3361,05_3950,12_879",2,"lncRNA"
"ENSG00000261757",14,"5","GBR,CEU2YRI,CEU,JPT,BEB,CLM,GIH,IBS,PJL,PUR,TSI,ASW,NA","EUR,EUR2AFR,EAS,SAS,AMR,AFR,MDE","iHS,XPEHH,XPEHH/Rsb,Fst","LD,PD","01_2110,02_145,05_1406,05_2522,05_4264,05_6112,05_6647,05_7802,05_12366,05_12937,05_13988,07_486,12_402,12_490",2,"lncRNA"
"ENSG00000261758",2,"3","ASW,ESN","AFR","iHS","LD","05_743,05_4796",2,"lncRNA"
"ENSG00000261778",2,"7","ACB,LWK","AFR","iHS","LD","05_304,05_10181",2,"processed_pseudogene"
"ENSG00000261792",2,"15","ACB,ESN","AFR","iHS","LD","05_488,05_5155",2,"unprocessed_pseudogene"
"ENSG00000261817",2,"1","CLM,MXL","AMR","iHS","LD","05_4089,05_11176",2,"lncRNA"
"ENSG00000262228",2,"17","BPY,BSP","AFR","XPEHH","LD","12_814,12_936",2,"lncRNA"
"ENSG00000262408",2,"17","CHS,KHV","EAS","iHS","LD","05_3962,05_9802",2,"processed_pseudogene"
"ENSG00000262434",2,"17","BPY,BSP","AFR","XPEHH","LD","12_814,12_936",2,"lncRNA"
"ENSG00000262803",10,"6","ACB,BEB,CHB,GBR,GIH,IBS,JPT,MXL,PJL,TSI","AFR,SAS,EAS,EUR,AMR","iHS","LD","05_252,05_1417,05_3134,05_6128,05_6666,05_7814,05_8943,05_11339,05_12385,05_14006",2,"processed_pseudogene"
"ENSG00000263354",2,"18","ESN,YRI","AFR","iHS","LD","05_5231,05_14924",2,"miRNA"
"ENSG00000263443",2,"8","CHB,KHV","EAS","iHS","LD","05_3199,05_9613",2,"lncRNA"
"ENSG00000263501",2,"17","CHS,KHV","EAS","iHS","LD","05_3968,05_9805",2,"lncRNA"
"ENSG00000263537",2,"12","TSI,earlyEUR","EUR","iHS,SF2","LD,DFS","05_14205,08_13",2,"misc_RNA"
"ENSG00000263647",2,"17","ASW,ESN","AFR","iHS","LD","05_1148,05_5213",2,"unprocessed_pseudogene"
"ENSG00000263669",2,"2","GWD,MSL","AFR","iHS","LD","05_7083,05_10577",2,"misc_RNA"
"ENSG00000263715",8,"17","GWD,ITU,JPT,IBS,ESN,YRI,ASW,STU,TSI,CHB","AFR,SAS,EAS,EUR","FayWu_H,FuLi_D,Tajima_D,FuLi_F,iHS,CLR","HFDA,DFS,LD","01_972,01_973,01_974,01_975,05_7519,05_13705,05_14283,11_104",2,"protein_coding"
"ENSG00000263755",2,"20",NA,"OCN","iHS,XPEHH","LD","12_568,12_1329",2,"misc_RNA"
"ENSG00000263765",6,"18","JPT,CEU,PJL,TSI,CHD,CHB","EAS,EUR,SAS","FuLi_D,FuLi_F,Tajima_D,iHS,CLR","DFS,LD","01_1045,05_9216,10_26,10_58,11_34,11_109",2,"lncRNA"
"ENSG00000263809",2,"17","MXL,PEL","AMR","iHS","LD","05_11582,05_12083",2,"protein_coding"
"ENSG00000263872",2,"18","BEB,GIH","SAS","iHS","LD","05_1682,05_6950",2,"miRNA"
"ENSG00000263883",2,"17","CHS,JPT","EAS","iHS","LD","05_3969,05_9203",2,"transcribed_processed_pseudogene"
"ENSG00000263894",2,"6","ASW,GWD","AFR","FuLi_D,FuLi_F,Tajima_D,iHS","DFS,LD","01_2180,05_7235",2,"miRNA"
"ENSG00000263895",4,"18","CHB,CHS,GIH,JPT","EAS,SAS","iHS","LD","05_3392,05_3983,05_6949,05_9224",2,"lncRNA"
